ORG_NPI_NUM,Claims,LAT,LNG,ZIP_CODE,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,White,Non-White,Unknown,% non-white,Masked Racial Diversity,No_Exptirpation,Exptirpation,% treated with extirpation,Masked Extirpation,Zip Code,Latitude,Longitude,Cummulative Claim Count,% of Claims,Deciles,Abbott Sites,Final_Zip_Code,Final_Latitude,Final_Longitude,Min,Max,Range,Average,Mapped_State_Name
1720039712,36,31.305932,-85.864054,36330,QHG OF ENTERPRISE INC,400 N EDWARDS ST,ENTERPRISE,AL,30,5,1,13.88,<30.55%,36,0,0,0%,36330,31.318647,-85.855114,270314,90%,Decile 9,0,36330,31.318647,-85.855114,35,62,35-62,47,Alabama
1740291400,36,43.997783,-73.178295,5753,PORTER HOSPITAL INC,115 PORTER DRIVE,MIDDLEBURY,VT,35,0,1,0,0%,36,0,0,0%,5753,43.999767,-73.167442,270350,90%,Decile 9,0,5753,43.999767,-73.167442,35,62,35-62,47,Vermont
1770693954,36,42.915648,-97.446689,57078,SACRED HEART HEALTH SERVICES,501 SUMMIT ST,YANKTON,SD,36,0,0,0,0%,36,0,0,0%,57078,42.873283,-97.407784,270386,90%,Decile 9,0,57078,42.873283,-97.407784,35,62,35-62,47,South Dakota
1851362669,36,35.812319,-77.05163,27892,WILLIAMSTON HOSPITAL CORPORATION,310 S MCCASKEY RD,WILLIAMSTON,NC,15,21,0,58.33,58.33%,36,0,0,0%,27892,35.839746,-77.073098,270422,90%,Decile 9,0,27892,35.839746,-77.073098,35,62,35-62,47,North Carolina
1871581314,36,41.84688,-87.670664,60608,MOUNT SINAI HOSPITAL MEDICAL CENTER,1500 S FAIRFIELD AVE,CHICAGO,IL,6,30,0,83.33,83.33%,35,1,2.7,<30.55%,60608,41.860832,-87.694595,270458,90%,Decile 9,0,60608,41.860832,-87.694595,35,62,35-62,47,Illinois
1871911016,36,32.975361,-97.310486,76177,NORTH TEXAS - MCA LLC,3101 N TARRANT PKWY,FORT WORTH,TX,24,12,0,33.33,33.33%,36,0,0,0%,76177,32.899837,-97.313683,270494,90%,Decile 9,0,76177,32.899837,-97.313683,35,62,35-62,47,Texas
1902338049,36,36.39598,-105.442212,87571,"TAOS HEALTH SYSTEMS, INC., HOLY CROSS HOSPITAL",1397 WEIMER RD,TAOS,NM,33,2,1,5.55,<30.55%,36,0,0,0%,87571,36.36867,-105.576218,270530,90%,Decile 9,0,87571,36.36867,-105.576218,35,62,35-62,47,New Mexico
1902465065,36,29.808328,-90.750267,70301,THIBODAUX REGIONAL HEALTH SYSTEM INC,602 N ACADIA RD,THIBODAUX,LA,31,5,0,13.88,<30.55%,30,6,16.6,<30.55%,-,-,-,270566,90%,Decile 9,0,70301,29.808328,-90.750267,35,62,35-62,47,Louisiana
1942391230,36,32.516518,-86.561483,36067,HEALTH CARE AUTHORITY FOR BAPTIST HEALTH AN AFFILIATE OF UABHS,124 S MEMORIAL DR,PRATTVILLE,AL,29,7,0,19.44,<30.55%,36,0,0,0%,36067,32.463778,-86.451938,270602,90%,Decile 9,0,36067,32.463778,-86.451938,35,62,35-62,47,Alabama
1083617245,35,38.512863,-89.141837,62801,"ST MARY'S HOSPITAL, CENTRALIA, ILLINOIS",400 N PLEASANT AVE,CENTRALIA,IL,29,6,0,17.14,<31.42%,35,0,0,0%,62801,38.530094,-89.117279,270637,90%,Decile 9,0,62801,38.530094,-89.117279,35,62,35-62,47,Illinois
1083685986,35,38.725838,-90.111791,62040,GRANITE CITY ILLINOIS HOSPITAL COMPANY LLC,2100 MADISON AVE,GRANITE CITY,IL,29,6,0,17.14,<31.42%,35,0,0,0%,62040,38.70064,-90.143575,270672,90%,Decile 9,0,62040,38.70064,-90.143575,35,62,35-62,47,Illinois
1114443660,35,46.596673,-120.533851,98902,SHC MEDICAL CENTER - YAKIMA,110 S 9TH AVE,YAKIMA,WA,31,3,1,8.57,<31.42%,35,0,0,0%,-,-,-,270707,90%,Decile 9,0,98902,46.596673,-120.533851,35,62,35-62,47,Washington
1154324507,35,43.713759,-98.047697,57301,AVERA QUEEN OF PEACE,525 N FOSTER ST,MITCHELL,SD,32,2,1,5.71,<31.42%,35,0,0,0%,57301,43.71471,-98.008003,270742,90%,Decile 9,0,57301,43.71471,-98.008003,35,62,35-62,47,South Dakota
1184628919,35,34.015444,-118.111012,90640,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,309 W BEVERLY BLVD,MONTEBELLO,CA,18,16,1,45.71,45.71%,35,0,0,0%,90640,34.015015,-118.100639,270777,90%,Decile 9,0,90640,34.015015,-118.100639,35,62,35-62,47,California
1184706152,35,36.960016,-81.101367,24382,WYTHE COUNTY COMMUNITY HOSPITAL LLC,600 W RIDGE RD,WYTHEVILLE,VA,34,1,0,2.85,<31.42%,35,0,0,0%,24382,36.954773,-81.096875,270812,90%,Decile 10,0,24382,36.954773,-81.096875,<10,35,<10-35,12,Virginia
1194718304,35,37.247923,-80.777561,24134,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,34,1,0,2.85,<31.42%,35,0,0,0%,24134,37.333183,-80.712952,270847,90%,Decile 10,0,24134,37.333183,-80.712952,<10,35,<10-35,12,Virginia
1194744805,35,40.464234,-79.944805,15224,WEST PENN ALLEGHENY HEALTH SYSTEM INC,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,20,15,0,42.85,42.85%,34,1,2.8,<31.42%,15224,40.462231,-79.945923,270882,90%,Decile 10,0,15224,40.462231,-79.945923,<10,35,<10-35,12,Pennsylvania
1194784751,35,38.502789,-76.078875,21613,"SHORE HEALTH SYSTEM, INC",300 BYRN ST,CAMBRIDGE,MD,26,9,0,25.71,<31.42%,35,0,0,0%,21613,38.571385,-76.067379,270917,90%,Decile 10,0,21613,38.571385,-76.067379,<10,35,<10-35,12,Maryland
1205887924,35,46.094962,-113.140153,59711,COMMUNITY HOSPITAL OF ANACONDA,401 W PENNSYLVANIA ST,ANACONDA,MT,34,0,1,0,0%,35,0,0,0%,59711,46.13281,-112.957549,270952,90%,Decile 10,0,59711,46.13281,-112.957549,<10,35,<10-35,12,Montana
1215907522,35,40.710586,-82.793744,44833,GALION COMMUNITY HOSPITAL,269 PORTLANDWAY SOUTH,GALION,OH,32,1,2,2.85,<31.42%,35,0,0,0%,44833,40.731026,-82.8022,270987,90%,Decile 10,0,44833,40.731026,-82.8022,<10,35,<10-35,12,Ohio
1245222306,35,45.547407,-110.571191,59047,LIVINGSTON HEALTHCARE,320 ALPENGLOW LN,LIVINGSTON,MT,32,0,3,0,0%,35,0,0,0%,59047,45.675194,-110.52684,271022,90%,Decile 10,0,59047,45.675194,-110.52684,<10,35,<10-35,12,Montana
1255317848,35,39.669076,-83.913955,45385,GREENE MEMORIAL HOSPITAL INC,1141 N MONROE DR,XENIA,OH,29,5,1,14.28,<31.42%,35,0,0,0%,45385,39.700218,-83.927822,271057,90%,Decile 10,0,45385,39.700218,-83.927822,<10,35,<10-35,12,Ohio
1316938459,35,33.077282,-83.246171,31061,"NAVICENT HEALTH OCONEE, LLC",821 N COBB ST,MILLEDGEVILLE,GA,25,10,0,28.57,<31.42%,35,0,0,0%,31061,33.089683,-83.245393,271092,90%,Decile 10,0,31061,33.089683,-83.245393,<10,35,<10-35,12,Georgia
1346248986,35,39.473489,-86.043592,46131,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,IN,35,0,0,0,0%,35,0,0,0%,46131,39.479543,-86.076877,271127,90%,Decile 10,0,46131,39.479543,-86.076877,<10,35,<10-35,12,Indiana
1376537555,35,34.29905,-78.691171,28472,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,23,12,0,34.28,34.28%,35,0,0,0%,28472,34.337963,-78.692392,271162,90%,Decile 10,0,28472,34.337963,-78.692392,<10,35,<10-35,12,North Carolina
1376591941,35,30.651982,-91.15444,70791,HOSPITAL SERVICE DISTRICT 1 OF EAST BATON ROUGE PARISH,6300 MAIN STREET,ZACHARY,LA,17,17,1,48.57,48.57%,35,0,0,0%,70791,30.649011,-91.13751,271197,90%,Decile 10,0,70791,30.649011,-91.13751,<10,35,<10-35,12,Louisiana
1407082308,35,32.548807,-84.924106,31909,"HUGHSTON HOSPITAL, INC.",100 FRIST CT,COLUMBUS,GA,26,9,0,25.71,<31.42%,35,0,0,0%,31909,32.534607,-84.951004,271232,90%,Decile 10,0,31909,32.534607,-84.951004,<10,35,<10-35,12,Georgia
1518085430,35,41.314337,-122.380798,96067,DIGNITY HEALTH,914 PINE ST,MOUNT SHASTA,CA,33,2,0,5.71,<31.42%,35,0,0,0%,96067,41.318699,-122.320923,271267,90%,Decile 10,0,96067,41.318699,-122.320923,<10,35,<10-35,12,California
1538123567,35,45.174664,-93.851455,55313,ALLINA HEALTH SYSTEM,303 CATLIN ST,BUFFALO,MN,32,1,2,2.85,<31.42%,35,0,0,0%,55313,45.194503,-93.870956,271302,90%,Decile 10,0,55313,45.194503,-93.870956,<10,35,<10-35,12,Minnesota
1558575746,35,33.788145,-117.87655,92868,ST. JOSEPH HOSPITAL OF ORANGE,1100 W STEWART DR,ORANGE,CA,24,11,0,31.42,31.42%,35,0,0,0%,92868,33.782043,-117.865425,271337,90%,Decile 10,0,92868,33.782043,-117.865425,<10,35,<10-35,12,California
1619442266,35,41.894609,-87.789711,60302,"PIPELINE-WEST SUBURBAN MEDICAL CENTER, LLC",WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,2,33,0,94.28,94.28%,35,0,0,0%,-,-,-,271372,90%,Decile 10,0,60302,41.894609,-87.789711,<10,35,<10-35,12,Illinois
1619938016,35,41.60132,-73.422832,6776,DANBURY HOSPITAL,21 ELM ST,NEW MILFORD,CT,32,1,2,2.85,<31.42%,35,0,0,0%,6776,41.581844,-73.409676,271407,90%,Decile 10,0,6776,41.581844,-73.409676,<10,35,<10-35,12,Connecticut
1619941317,35,43.616033,-84.795459,48858,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DR,MT PLEASANT,MI,31,2,2,5.71,<31.42%,35,0,0,0%,48858,43.599348,-84.760973,271442,90%,Decile 10,0,48858,43.599348,-84.760973,<10,35,<10-35,12,Michigan
1639187412,35,45.1222,-89.170828,54409,LANGLADE HOSPITAL - HOTEL DIEU OF ST. JOSEPH OF ANTIGO WISCONSIN,112 E 5TH AVE,ANTIGO,WI,31,3,1,8.57,<31.42%,35,0,0,0%,54409,45.141689,-89.13961,271477,90%,Decile 10,0,54409,45.141689,-89.13961,<10,35,<10-35,12,Wisconsin
1679526982,35,31.748303,-99.032891,76801,BROWNWOOD HOSPITAL LP,1501 BURNET RD,BROWNWOOD,TX,31,4,0,11.42,<31.42%,35,0,0,0%,-,-,-,271512,90%,Decile 10,0,76801,31.748303,-99.032891,<10,35,<10-35,12,Texas
1801457510,35,28.194772,-81.58751,33837,ADVENTHEALTH POLK NORTH INC,40100 HIGHWAY 27,DAVENPORT,FL,31,4,0,11.42,<31.42%,34,1,2.8,<31.42%,-,-,-,271547,90%,Decile 10,0,33837,28.194772,-81.58751,<10,35,<10-35,12,Florida
1831125087,35,37.393869,-94.710469,66762,"ASCENSION VIA CHRISTI HOSPITAL PITTSBURG, INC.",1 MT CARMEL WAY,PITTSBURG,KS,33,2,0,5.71,<31.42%,35,0,0,0%,66762,37.380363,-94.684517,271582,90%,Decile 10,0,66762,37.380363,-94.684517,<10,35,<10-35,12,Kansas
1841258639,35,47.08739,-123.022009,98502,MULTICARE HEALTH SYSTEM,3900 CAPITAL MALL DR SW,OLYMPIA,WA,33,2,0,5.71,<31.42%,35,0,0,0%,98502,47.04287,-122.951828,271617,90%,Decile 10,0,98502,47.04287,-122.951828,<10,35,<10-35,12,Washington
1891753034,35,44.672777,-75.482342,13669,CLAXTON-HEPBURN MEDICAL CENTER,214 KING ST,OGDENSBURG,NY,34,1,0,2.85,<31.42%,35,0,0,0%,13669,44.691587,-75.499781,271652,90%,Decile 10,0,13669,44.691587,-75.499781,<10,35,<10-35,12,New York
1912246786,35,28.192068,-81.485428,34758,"POINCIANA MEDICAL CENTER, INC.",325 CYPRESS PARKWAY,KISSIMMEE,FL,24,10,1,28.57,<31.42%,34,1,2.8,<31.42%,34759,28.144238,-81.476189,271687,90%,Decile 10,0,34759,28.144238,-81.476189,<10,35,<10-35,12,Florida
1912992827,35,46.023604,-91.293027,54843,"MEDICAL SERVICES, INC",11040 N STATE ROAD 77,HAYWARD,WI,30,5,0,14.28,<31.42%,35,0,0,0%,54843,46.035515,-91.488411,271722,90%,Decile 10,0,54843,46.035515,-91.488411,<10,35,<10-35,12,Wisconsin
1952418352,35,42.847695,-76.998972,14456,GENEVA GENERAL HOSPITAL INC.,196 NORTH ST,GENEVA,NY,33,2,0,5.71,<31.42%,35,0,0,0%,14456,42.876489,-76.988304,271757,90%,Decile 10,0,14456,42.876489,-76.988304,<10,35,<10-35,12,New York
1982625661,35,42.570141,-77.733764,14437,NICHOLAS H. NOYES MEMORIAL HOSPITAL,111 CLARA BARTON ST,DANSVILLE,NY,34,1,0,2.85,<31.42%,35,0,0,0%,14437,42.552242,-77.698334,271792,90%,Decile 10,0,14437,42.552242,-77.698334,<10,35,<10-35,12,New York
1013985399,34,42.320079,-77.646339,14843,ST JAMES HOSPITAL,7329 SENECA ROAD NORTH,HORNELL,NY,34,0,0,0,0%,34,0,0,0%,14843,42.306044,-77.636254,271826,90%,Decile 10,0,14843,42.306044,-77.636254,<10,35,<10-35,12,New York
1043394745,34,43.17322,-78.993074,14092,MOUNT ST. MARY'S HOSPITAL OF NIAGARA FALLS,5300 MILITARY RD,LEWISTON,NY,29,5,0,14.7,<32.35%,34,0,0,0%,14092,43.153576,-79.032578,271860,90%,Decile 10,0,14092,43.153576,-79.032578,<10,35,<10-35,12,New York
1063468072,34,30.716026,-88.095707,36617,UNIVERSITY OF SOUTH ALABAMA,2451 FILLINGIM ST,MOBILE,AL,15,19,0,55.88,55.88%,33,1,2.9,<32.35%,-,-,-,271894,90%,Decile 10,0,36617,30.716026,-88.095707,<10,35,<10-35,12,Alabama
1073963138,34,36.165343,-116.003323,89048,DVH HOSPITAL ALLIANCE LLC,360 S LOLA LN,PAHRUMP,NV,31,3,0,8.82,<32.35%,34,0,0,0%,89048,36.21458,-116.024888,271928,90%,Decile 10,0,89048,36.21458,-116.024888,<10,35,<10-35,12,Nevada
1104899442,34,40.166289,-92.59121,63501,"KIRKSVILLE MISSOURI HOSPITAL COMPANY, LLC",315 S OSTEOPATHY,KIRKSVILLE,MO,32,1,1,2.94,<32.35%,34,0,0,0%,63501,40.192738,-92.590172,271962,90%,Decile 10,0,63501,40.192738,-92.590172,<10,35,<10-35,12,Missouri
1124018031,34,38.973012,-122.623922,95422,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,15630 18TH AVE,CLEARLAKE,CA,33,1,0,2.94,<32.35%,34,0,0,0%,95422,38.935608,-122.620239,271996,90%,Decile 10,0,95422,38.935608,-122.620239,<10,35,<10-35,12,California
1144223702,34,44.34335,-71.795116,3561,LITTLETON HOSPITAL ASSOCIATION,600 ST JOHNSBURY RD,LITTLETON,NH,33,0,1,0,0%,34,0,0,0%,3561,44.317917,-71.825393,272030,90%,Decile 10,0,3561,44.317917,-71.825393,<10,35,<10-35,12,New Hampshire
1164478442,34,28.244625,-81.290847,34769,OSCEOLASC LLC,2906 17TH ST,SAINT CLOUD,FL,28,6,0,17.64,<32.35%,34,0,0,0%,34769,28.243444,-81.303688,272064,90%,Decile 10,0,34769,28.243444,-81.303688,<10,35,<10-35,12,Florida
1174551147,34,26.274498,-80.2604,33065,NORTH BROWARD HOSPITAL DISTRICT,3000 CORAL HILLS DR,CORAL SPRINGS,FL,27,6,1,17.64,<32.35%,34,0,0,0%,33065,26.26881,-80.255638,272098,90%,Decile 10,0,33065,26.26881,-80.255638,<10,35,<10-35,12,Florida
1255384533,34,33.050725,-96.974623,75057,COLUMBIA MEDICAL CENTER OF LEWISVILLE SUBSIDIARY LP,500 W MAIN ST,LEWISVILLE,TX,29,5,0,14.7,<32.35%,33,1,2.9,<32.35%,75057,33.045265,-97.004654,272132,90%,Decile 10,0,75057,33.045265,-97.004654,<10,35,<10-35,12,Texas
1255572228,34,26.151527,-80.227316,33313,"NORTH SHORE MEDICAL CENTER, INC.",5000 W OAKLAND PARK BLVD,LAUDERDALE LAKES,FL,18,15,1,44.11,44.11%,33,1,2.9,<32.35%,33313,26.163152,-80.218533,272166,90%,Decile 10,0,33313,26.163152,-80.218533,<10,35,<10-35,12,Florida
1275515579,34,44.314898,-96.796499,57006,CITY OF BROOKINGS,300 22ND AVE,BROOKINGS,SD,34,0,0,0,0%,34,0,0,0%,57006,44.3079,-96.7664,272200,90%,Decile 10,0,57006,44.3079,-96.7664,<10,35,<10-35,12,South Dakota
1275588782,34,36.813945,-114.120444,89027,MMC OF NEVADA LLC,1299 BERTHA HOWE AVE,MESQUITE,NV,32,1,1,2.94,<32.35%,34,0,0,0%,89027,36.80978,-114.116163,272234,90%,Decile 10,0,89027,36.80978,-114.116163,<10,35,<10-35,12,Nevada
1285701623,34,35.840713,-106.28809,87544,PHC-LOS ALAMOS INC,3917 WEST RD,LOS ALAMOS,NM,29,3,2,8.82,<32.35%,34,0,0,0%,87544,35.881711,-106.318968,272268,90%,Decile 10,0,87544,35.881711,-106.318968,<10,35,<10-35,12,New Mexico
1306889597,34,36.263852,-86.269244,37087,VANDERBILT UNIVERSITY MEDICAL CENTER,1411 W. BADDOUR PARKWAY,LEBANON,TN,28,5,1,14.7,<32.35%,34,0,0,0%,37087,36.221722,-86.327415,272302,91%,Decile 10,0,37087,36.221722,-86.327415,<10,35,<10-35,12,Tennessee
1326020447,34,39.586593,-82.962246,43113,OHIOHEALTH BERGER HOSPITAL LLC,600 N PICKAWAY ST,CIRCLEVILLE,OH,34,0,0,0,0%,34,0,0,0%,43113,39.610382,-82.936238,272336,91%,Decile 10,0,43113,39.610382,-82.936238,<10,35,<10-35,12,Ohio
1396783981,34,37.711322,-106.429077,81132,"VALLEY CITIZENS' FOUNDATION FOR HEALTHCARE, INC.",310 COUNTY ROAD 14,DEL NORTE,CO,33,1,0,2.94,<32.35%,34,0,0,0%,81132,37.6753,-106.3635,272370,91%,Decile 10,0,81132,37.6753,-106.3635,<10,35,<10-35,12,Colorado
1407947336,34,30.746507,-92.328138,70586,CLHG-VILLE PLATTE LLC,800 E MAIN ST,VILLE PLATTE,LA,27,7,0,20.58,<32.35%,34,0,0,0%,70586,30.682407,-92.266343,272404,91%,Decile 10,0,70586,30.682407,-92.266343,<10,35,<10-35,12,Louisiana
1417027558,34,40.84715,-73.89868,10457,BRONXCARE HEALTH SYSTEM,1650 GRAND CONCOURSE,BRONX,NY,5,28,1,82.35,82.35%,29,5,14.7,<32.35%,10457,40.843468,-73.911079,272438,91%,Decile 10,0,10457,40.843468,-73.911079,<10,35,<10-35,12,New York
1427041581,34,41.126683,-73.447459,6850,NORWALK HOSPITAL ASSOCIATION,34 MAPLE ST,NORWALK,CT,28,5,1,14.7,<32.35%,34,0,0,0%,6850,41.112537,-73.421799,272472,91%,Decile 10,0,6850,41.112537,-73.421799,<10,35,<10-35,12,Connecticut
1487696985,34,42.506103,-124.337299,97444,CURRY HEALTH DISTRICT,94220 4TH ST,GOLD BEACH,OR,32,2,0,5.88,<32.35%,34,0,0,0%,97444,42.411316,-124.418507,272506,91%,Decile 10,0,97444,42.411316,-124.418507,<10,35,<10-35,12,Oregon
1497750244,34,36.305579,-88.33112,38242,HENRY COUNTY MEDICAL CENTER,301 TYSON AVE,PARIS,TN,33,1,0,2.94,<32.35%,34,0,0,0%,38242,36.296734,-88.310074,272540,91%,Decile 10,0,38242,36.296734,-88.310074,<10,35,<10-35,12,Tennessee
1518911833,34,32.840011,-97.225295,76180,COLUMBIA NORTH HILLS HOSPITAL SUBSIDIARY LP,4401 BOOTH CALLOWAY RD,NORTH RICHLAND HILLS,TX,31,2,1,5.88,<32.35%,34,0,0,0%,76180,32.829239,-97.213524,272574,91%,Decile 10,0,76180,32.829239,-97.213524,<10,35,<10-35,12,Texas
1538143896,34,46.577764,-93.981482,56441,CUYUNA REGIONAL MEDICAL CENTER,320 E MAIN ST,CROSBY,MN,30,1,3,2.94,<32.35%,34,0,0,0%,56441,46.481561,-93.945304,272608,91%,Decile 10,0,56441,46.481561,-93.945304,<10,35,<10-35,12,Minnesota
1538169198,34,35.051452,-97.940504,73018,GRADY MEMORIAL HOSPITAL,2220 W IOWA AVE,CHICKASHA,OK,32,1,1,2.94,<32.35%,34,0,0,0%,73018,35.04924,-97.961296,272642,91%,Decile 10,0,73018,35.04924,-97.961296,<10,35,<10-35,12,Oklahoma
1568452290,34,37.7616,-84.312523,40475,"BAPTIST HEALTHCARE SYSTEM, INC.",801 EASTERN BYP,RICHMOND,KY,31,1,2,2.94,<32.35%,34,0,0,0%,40475,37.730772,-84.292392,272676,91%,Decile 10,0,40475,37.730772,-84.292392,<10,35,<10-35,12,Kentucky
1598749707,34,30.934425,-94.059578,75951,CHRISTUS HEALTH SOUTHEAST TEXAS,1275 MARVIN HANCOCK DR,JASPER,TX,27,7,0,20.58,<32.35%,34,0,0,0%,75951,30.908072,-94.009499,272710,91%,Decile 10,0,75951,30.908072,-94.009499,<10,35,<10-35,12,Texas
1609856947,34,35.621087,-118.789677,93308,"HEART HOSPITAL OF BK, LLC",3001 SILLECT AVENUE,BAKERSFIELD,CA,25,9,0,26.47,<32.35%,33,1,2.9,<32.35%,93308,35.384708,-119.039917,272744,91%,Decile 10,0,93308,35.384708,-119.039917,<10,35,<10-35,12,California
1639174204,34,40.28374,-84.159773,45365,SHELBY COUNTY MEMORIAL HOSPITAL ASSOCIATION,915 MICHIGAN ST,SIDNEY,OH,33,1,0,2.94,<32.35%,34,0,0,0%,45365,40.287885,-84.179679,272778,91%,Decile 10,0,45365,40.287885,-84.179679,<10,35,<10-35,12,Ohio
1639711294,34,38.256783,-85.754048,40202,UOFL HEALTH-LOUISVILLE INC,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,22,10,2,29.41,<32.35%,34,0,0,0%,-,-,-,272812,91%,Decile 10,1,40202,38.256783,-85.754048,<10,35,<10-35,12,Kentucky
1689625568,34,33.198844,-92.627076,71730,MCSA LLC,701 W GROVE ST,EL DORADO,AR,27,7,0,20.58,<32.35%,34,0,0,0%,71730,33.218472,-92.670563,272846,91%,Decile 10,0,71730,33.218472,-92.670563,<10,35,<10-35,12,Arkansas
1700359205,34,34.740563,-80.732729,29720,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,800 W MEETING ST,LANCASTER,SC,24,9,1,26.47,<32.35%,34,0,0,0%,-,-,-,272880,91%,Decile 10,0,29720,34.740563,-80.732729,<10,35,<10-35,12,South Carolina
1730628827,34,42.182373,-122.577113,97520,ASANTE ASHLAND COMMUNITY HOSPITAL LLC,280 MAPLE ST,ASHLAND,OR,30,3,1,8.82,<32.35%,34,0,0,0%,97520,42.206032,-122.725034,272914,91%,Decile 10,0,97520,42.206032,-122.725034,<10,35,<10-35,12,Oregon
1740249739,34,44.672809,-68.391841,4605,MAINE COAST REGIONAL HEALTH FACILITIES,50 UNION ST,ELLSWORTH,ME,34,0,0,0,0%,34,0,0,0%,4605,44.547035,-68.416119,272948,91%,Decile 10,0,4605,44.547035,-68.416119,<10,35,<10-35,12,Maine
1821078494,34,31.172401,-86.565077,36420,COMMUNITY HOSPITAL OF ANDALUSIA LLC,849 S THREE NOTCH ST,ANDALUSIA,AL,29,5,0,14.7,<32.35%,34,0,0,0%,36420,31.296298,-86.494762,272982,91%,Decile 10,0,36420,31.296298,-86.494762,<10,35,<10-35,12,Alabama
1821101239,34,40.662338,-74.110275,7002,IJKG OPCO LLC,29TH ST AT AVE E,BAYONNE,NJ,29,4,1,11.76,<32.35%,34,0,0,0%,7002,40.668193,-74.11315,273016,91%,Decile 10,0,7002,40.668193,-74.11315,<10,35,<10-35,12,New Jersey
1841388519,34,35.232881,-87.005872,38478,HILLSIDE HOSPITAL LLC,1265 E COLLEGE ST,PULASKI,TN,34,0,0,0,0%,34,0,0,0%,38478,35.191983,-87.006052,273050,91%,Decile 10,0,38478,35.191983,-87.006052,<10,35,<10-35,12,Tennessee
1851396576,34,34.501472,-117.292048,92395,"DESERT VALLEY HOSPITAL, LLC",16850 BEAR VALLEY RD,VICTORVILLE,CA,24,10,0,29.41,<32.35%,32,2,5.8,<32.35%,92395,34.472286,-117.298012,273084,91%,Decile 10,0,92395,34.472286,-117.298012,<10,35,<10-35,12,California
1851787295,34,34.168333,-116.288431,92252,"HDMC HOLDINGS, LLC",6601 WHITE FEATHER RD,JOSHUA TREE,CA,29,5,0,14.7,<32.35%,34,0,0,0%,92252,34.132679,-116.276184,273118,91%,Decile 10,0,92252,34.132679,-116.276184,<10,35,<10-35,12,California
1932543428,34,33.402386,-111.567878,85120,BANNER GOLDFIELD MEDICAL CENTER,2050 W SOUTHERN AVE,APACHE JUNCTION,AZ,34,0,0,0,0%,34,0,0,0%,85120,33.394434,-111.567045,273152,91%,Decile 10,0,85120,33.394434,-111.567045,<10,35,<10-35,12,Arizona
1952482275,34,45.324219,-122.98733,97132,PROVIDENCE HEALTH & SERVICES OREGON,1001 PROVIDENCE DR,NEWBERG,OR,31,2,1,5.88,<32.35%,34,0,0,0%,97132,45.308108,-122.935941,273186,91%,Decile 10,0,97132,45.308108,-122.935941,<10,35,<10-35,12,Oregon
1972585347,34,36.108387,-83.457779,37760,JEFFERSON COUNTY HMA LLC,110 HOSPITAL DR,JEFFERSON CITY,TN,33,1,0,2.94,<32.35%,34,0,0,0%,37760,36.106556,-83.519028,273220,91%,Decile 10,0,37760,36.106556,-83.519028,<10,35,<10-35,12,Tennessee
1982699328,34,37.711324,-89.877614,63775,PERRY COUNTY HEALTH SYSTEM,434 N WEST ST,PERRYVILLE,MO,34,0,0,0,0%,34,0,0,0%,63775,37.732288,-89.865122,273254,91%,Decile 10,0,63775,37.732288,-89.865122,<10,35,<10-35,12,Missouri
1043778319,33,38.334344,-80.887038,26651,WEST VIRGINIA HEALTH CARE COOPERATIVE INC,400 FAIRVIEW HEIGHTS RD,SUMMERSVILLE,WV,32,1,0,3.03,<33.33%,33,0,0,0%,-,-,-,273287,91%,Decile 10,0,26651,38.334344,-80.887038,<10,35,<10-35,12,West Virginia
1174576698,33,29.647916,-95.18978,77504,CHCA BAYSHORE LP,4000 SPENCER HWY,PASADENA,TX,24,9,0,27.27,<33.33%,33,0,0,0%,77504,29.661245,-95.183784,273320,91%,Decile 10,0,77504,29.661245,-95.183784,<10,35,<10-35,12,Texas
1184655581,33,33.849034,-118.147902,90712,"LAKEWOOD REGIONAL MEDICAL CENTER, INC.",3700 SOUTH ST,LAKEWOOD,CA,16,17,0,51.51,51.51%,33,0,0,0%,90712,33.859688,-118.148291,273353,91%,Decile 10,0,90712,33.859688,-118.148291,<10,35,<10-35,12,California
1194744326,33,30.899344,-81.427587,31558,"SOUTHEAST GEORGIA HEALTH SYSTEM, INC.",2000 DAN PROCTOR DR,SAINT MARYS,GA,28,5,0,15.15,<33.33%,33,0,0,0%,31558,30.780917,-81.615147,273386,91%,Decile 10,0,31558,30.780917,-81.615147,<10,35,<10-35,12,Georgia
1215006101,33,41.121819,-96.052772,68046,ALEGENT CREIGHTON HEALTH,11111 S 84TH ST,PAPILLION,NE,32,1,0,3.03,<33.33%,33,0,0,0%,68046,41.135853,-96.040111,273419,91%,Decile 10,0,68046,41.135853,-96.040111,<10,35,<10-35,12,Nebraska
